,Date,Year,County,Cases,Area_km,Perm_pop,Live-births,Infant_deaths,Children,Internal_immigration,Internal_emmigration,Dwellings,Street_taps,HH_water_net,HH_water_net_CY,HH_sewer_net,HH_electric_net,HH_gas_net,HH_dist_heat_net,HH_hot_water_net,HH_trash_serv,Num_general_pract,Num_pediatrican,GP_Nurses,Hospital_Beds,Gyno_ped_nurses,Pharmacies,Branch_pharmacies,Job_seekers,BACS_adjacent,BARANYA_adjacent,BEKES_adjacent,BORSOD_adjacent,BUDAPEST_adjacent,CSONGRAD_adjacent,FEJER_adjacent,GYOR_adjacent,HAJDU_adjacent,HEVES_adjacent,JASZ_adjacent,KOMAROM_adjacent,NOGRAD_adjacent,PEST_adjacent,SOMOGY_adjacent,SZABOLCS_adjacent,TOLNA_adjacent,VAS_adjacent,VESZPREM_adjacent,ZALA_adjacent
2397,2010-12-06,2010,BORSOD,25,7249.67,715562.0,6686.0,43.0,114240.0,25076.0,30119.0,287336.0,7432.0,250304.0,491.0,189037.0,321407.0,217240.0,53233.0,47945.0,281334.0,348.0,95.0,480.0,5151.0,405.0,159.0,70.0,69304.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2398,2010-12-13,2010,BORSOD,20,7249.67,715562.0,6686.0,43.0,114240.0,25076.0,30119.0,287336.0,7432.0,250304.0,491.0,189037.0,321407.0,217240.0,53233.0,47945.0,281334.0,348.0,95.0,480.0,5151.0,405.0,159.0,70.0,69304.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2399,2010-12-20,2010,BORSOD,53,7249.67,715562.0,6686.0,43.0,114240.0,25076.0,30119.0,287336.0,7432.0,250304.0,491.0,189037.0,321407.0,217240.0,53233.0,47945.0,281334.0,348.0,95.0,480.0,5151.0,405.0,159.0,70.0,69304.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2400,2010-12-27,2010,BORSOD,36,7249.67,715562.0,6686.0,43.0,114240.0,25076.0,30119.0,287336.0,7432.0,250304.0,491.0,189037.0,321407.0,217240.0,53233.0,47945.0,281334.0,348.0,95.0,480.0,5151.0,405.0,159.0,70.0,69304.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2401,2011-01-03,2011,BORSOD,25,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2402,2011-01-10,2011,BORSOD,93,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2403,2011-01-17,2011,BORSOD,66,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2404,2011-01-24,2011,BORSOD,65,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2405,2011-01-31,2011,BORSOD,61,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2406,2011-02-07,2011,BORSOD,79,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2407,2011-02-14,2011,BORSOD,63,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2408,2011-02-21,2011,BORSOD,164,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2409,2011-02-28,2011,BORSOD,93,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2410,2011-03-07,2011,BORSOD,173,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2411,2011-03-14,2011,BORSOD,95,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2412,2011-03-21,2011,BORSOD,192,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2413,2011-03-28,2011,BORSOD,144,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2414,2011-04-04,2011,BORSOD,171,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2415,2011-04-11,2011,BORSOD,109,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2416,2011-04-18,2011,BORSOD,72,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2417,2011-04-25,2011,BORSOD,75,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2418,2011-05-02,2011,BORSOD,158,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2419,2011-05-09,2011,BORSOD,101,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2420,2011-05-16,2011,BORSOD,109,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2421,2011-05-23,2011,BORSOD,132,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2422,2011-05-30,2011,BORSOD,127,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2423,2011-06-06,2011,BORSOD,118,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2424,2011-06-13,2011,BORSOD,64,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2425,2011-06-20,2011,BORSOD,89,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2426,2011-06-27,2011,BORSOD,36,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2427,2011-07-04,2011,BORSOD,31,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2428,2011-07-11,2011,BORSOD,35,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2429,2011-07-18,2011,BORSOD,27,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2430,2011-07-25,2011,BORSOD,26,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2431,2011-08-01,2011,BORSOD,8,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2432,2011-08-08,2011,BORSOD,5,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2433,2011-08-15,2011,BORSOD,4,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2434,2011-08-22,2011,BORSOD,5,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2435,2011-08-29,2011,BORSOD,10,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2436,2011-09-05,2011,BORSOD,8,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2437,2011-09-12,2011,BORSOD,2,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2438,2011-09-19,2011,BORSOD,8,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2439,2011-09-26,2011,BORSOD,8,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2440,2011-10-03,2011,BORSOD,11,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2441,2011-10-10,2011,BORSOD,15,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2442,2011-10-17,2011,BORSOD,12,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2443,2011-10-24,2011,BORSOD,10,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2444,2011-10-31,2011,BORSOD,25,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2445,2011-11-07,2011,BORSOD,10,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2446,2011-11-14,2011,BORSOD,7,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2447,2011-11-21,2011,BORSOD,41,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2448,2011-11-28,2011,BORSOD,52,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2449,2011-12-05,2011,BORSOD,44,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2450,2011-12-12,2011,BORSOD,31,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2451,2011-12-19,2011,BORSOD,86,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2452,2011-12-26,2011,BORSOD,81,7247.36,710307.0,6551.0,58.0,111893.0,31696.0,35383.0,284153.0,7306.0,252217.0,782.0,190544.0,324641.0,205559.0,53311.0,47965.0,276753.0,347.0,94.0,466.0,5185.0,405.0,161.0,73.0,66918.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2453,2012-01-02,2012,BORSOD,77,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2454,2012-01-09,2012,BORSOD,248,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2455,2012-01-16,2012,BORSOD,36,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2456,2012-01-23,2012,BORSOD,218,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2457,2012-01-30,2012,BORSOD,58,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2458,2012-02-06,2012,BORSOD,55,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2459,2012-02-13,2012,BORSOD,113,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2460,2012-02-20,2012,BORSOD,122,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2461,2012-02-27,2012,BORSOD,59,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2462,2012-03-05,2012,BORSOD,66,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2463,2012-03-12,2012,BORSOD,46,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2464,2012-03-19,2012,BORSOD,124,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2465,2012-03-26,2012,BORSOD,74,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2466,2012-04-02,2012,BORSOD,73,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2467,2012-04-09,2012,BORSOD,8,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2468,2012-04-16,2012,BORSOD,134,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2469,2012-04-23,2012,BORSOD,88,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2470,2012-04-30,2012,BORSOD,33,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2471,2012-05-07,2012,BORSOD,81,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2472,2012-05-14,2012,BORSOD,26,7247.42,705273.0,6699.0,49.0,109951.0,32507.0,35921.0,284351.0,7259.0,252612.0,1735.0,199776.0,322981.0,204150.0,53367.0,48100.0,275752.0,346.0,92.0,471.0,4854.0,394.0,151.0,71.0,67102.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
